0, 0, Header, 0, 1, 96
1, 0, Start_track
1, 0, Title_t, "MIDI Out\000"
1, 0, Time_signature, 4, 2, 36, 8
1, 0, Time_signature, 4, 2, 36, 8
1, 0, Control_c, 0, 6, 12
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 70, 103
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 100, 0
1, 0, Control_c, 0, 101, 0
1, 0, Note_on_c, 0, 64, 105
1, 48, Note_off_c, 0, 60, 64
1, 48, Note_off_c, 0, 33, 100
1, 48, Note_off_c, 0, 50, 64
1, 48, Note_on_c, 0, 57, 100
1, 48, Note_off_c, 0, 72, 64
1, 76, Note_off_c, 0, 71, 64
1, 72, Note_on_c, 0, 64, 64
1, 128, Note_off_c, 0, 31, 0
1, 124, Note_off_c, 0, 48, 44
1, 144, Note_on_c, 0, 53, 48
1, 181, Note_on_c, 0, 72, 76
1, 192, Note_on_c, 0, 79, 76
1, 288, Note_on_c, 0, 71, 72
1, 336, Note_on_c, 0, 72, 76
1, 336, Note_on_c, 0, 72, 64
1, 336, Note_on_c, 0, 81, 86
1, 336, Note_on_c, 0, 74, 76
1, 344, Note_on_c, 0, 76, 68
1, 432, Note_on_c, 0, 76, 48
1, 432, Note_off_c, 0, 79, 64
1, 472, Note_on_c, 0, 72, 76
1, 528, Note_on_c, 0, 72, 82
1, 576, Note_on_c, 0, 72, 88
1, 576, Note_off_c, 0, 72, 64
1, 620, Note_on_c, 0, 86, 99
1, 624, Note_off_c, 0, 88, 64
1, 624, Note_off_c, 0, 84, 64
1, 624, Note_on_c, 0, 84, 100
1, 674, Note_off_c, 0, 88, 64
1, 691, Note_off_c, 0, 69, 64
1, 672, Note_on_c, 0, 62, 94
1, 672, Note_off_c, 0, 67, 64
1, 672, Note_on_c, 0, 88, 100
1, 748, Note_on_c, 0, 72, 64
1, 792, Note_on_c, 0, 72, 64
1, 792, Note_off_c, 0, 60, 0
1, 760, Note_on_c, 0, 72, 104
1, 791, Note_off_c, 0, 76, 0
1, 840, Note_off_c, 0, 77, 64
1, 864, Note_on_c, 0, 79, 64
1, 912, Note_off_c, 0, 79, 64
1, 912, Note_on_c, 0, 81, 101
1, 980, Note_on_c, 0, 72, 105
1, 1008, Note_off_c, 0, 79, 64
1, 1008, Note_on_c, 0, 83, 120
1, 1056, Note_off_c, 0, 84, 64
1, 1056, Note_on_c, 0, 83, 120
1, 1000, Note_off_c, 0, 88, 64
1, 1008, Note_on_c, 0, 84, 101
1, 1056, Note_on_c, 0, 83, 106
1, 1104, Note_on_c, 0, 81, 102
1, 1108, Note_on_c, 0, 79, 112
1, 1104, Note_off_c, 0, 83, 64
1, 1108, Note_off_c, 0, 91, 76
1, 1148, Note_on_c, 0, 72, 76
1, 1152, Note_on_c, 0, 72, 67
1, 1205, Note_off_c, 0, 69, 44
1, 1204, Note_off_c, 0, 67, 64
1, 1248, Note_off_c, 0, 72, 40
1, 1248, End_track
0, 0, End_of_file
