0, 0, Header, 0, 1, 96
1, 0, Start_track
1, 0, Title_t, "Cymatics - Odyssey MIDI 6 - C Min\000"
1, 0, Time_signature, 4, 2, 36, 8
1, 0, Time_signature, 4, 2, 36, 8
1, 0, Note_on_c, 0, 53, 73
1, 0, Note_on_c, 0, 60, 73
1, 0, Note_on_c, 0, 67, 73
1, 48, Note_off_c, 0, 53, 64
1, 48, Note_off_c, 0, 60, 64
1, 48, Note_off_c, 0, 67, 64
1, 96, Note_on_c, 0, 64, 73
1, 144, Note_off_c, 0, 64, 64
1, 168, Note_on_c, 0, 53, 73
1, 168, Note_on_c, 0, 60, 73
1, 168, Note_on_c, 0, 62, 73
1, 168, Note_on_c, 0, 64, 73
1, 192, Note_off_c, 0, 53, 64
1, 192, Note_off_c, 0, 60, 64
1, 192, Note_off_c, 0, 62, 64
1, 192, Note_off_c, 0, 64, 64
1, 288, Note_on_c, 0, 55, 73
1, 288, Note_on_c, 0, 62, 73
1, 288, Note_on_c, 0, 67, 73
1, 336, Note_on_c, 0, 71, 73
1, 384, Note_off_c, 0, 55, 64
1, 384, Note_on_c, 0, 57, 73
1, 384, Note_off_c, 0, 62, 64
1, 384, Note_on_c, 0, 64, 73
1, 384, Note_off_c, 0, 67, 64
1, 384, Note_off_c, 0, 71, 64
1, 384, Note_on_c, 0, 72, 73
1, 432, Note_off_c, 0, 57, 64
1, 432, Note_off_c, 0, 64, 64
1, 432, Note_off_c, 0, 72, 64
1, 480, Note_on_c, 0, 71, 73
1, 528, Note_off_c, 0, 71, 64
1, 552, Note_on_c, 0, 57, 73
1, 552, Note_on_c, 0, 60, 73
1, 552, Note_on_c, 0, 64, 73
1, 552, Note_on_c, 0, 69, 73
1, 552, Note_on_c, 0, 71, 73
1, 552, Note_on_c, 0, 72, 73
1, 576, Note_off_c, 0, 57, 64
1, 576, Note_off_c, 0, 60, 64
1, 576, Note_off_c, 0, 64, 64
1, 576, Note_off_c, 0, 69, 64
1, 576, Note_off_c, 0, 71, 64
1, 576, Note_off_c, 0, 72, 64
1, 672, Note_on_c, 0, 69, 73
1, 684, Note_on_c, 0, 72, 73
1, 696, Note_off_c, 0, 69, 64
1, 696, Note_on_c, 0, 76, 73
1, 708, Note_off_c, 0, 72, 64
1, 720, Note_off_c, 0, 76, 64
1, 768, Note_on_c, 0, 60, 73
1, 768, Note_on_c, 0, 64, 73
1, 768, Note_on_c, 0, 67, 73
1, 768, Note_on_c, 0, 72, 73
1, 768, Note_off_c, 0, 72, 64
1, 768, Note_on_c, 0, 76, 73
1, 816, Note_off_c, 0, 60, 64
1, 816, Note_off_c, 0, 64, 64
1, 816, Note_off_c, 0, 67, 64
1, 816, Note_off_c, 0, 76, 64
1, 912, Note_on_c, 0, 60, 73
1, 912, Note_on_c, 0, 64, 73
1, 912, Note_on_c, 0, 67, 73
1, 912, Note_on_c, 0, 71, 73
1, 912, Note_on_c, 0, 72, 73
1, 960, Note_off_c, 0, 60, 64
1, 960, Note_off_c, 0, 64, 64
1, 960, Note_off_c, 0, 67, 64
1, 960, Note_off_c, 0, 71, 64
1, 960, Note_off_c, 0, 72, 64
1, 1056, Note_on_c, 0, 59, 73
1, 1056, Note_on_c, 0, 64, 73
1, 1056, Note_on_c, 0, 67, 73
1, 1056, Note_on_c, 0, 71, 73
1, 1056, Note_on_c, 0, 74, 73
1, 1056, Note_on_c, 0, 76, 73
1, 1056, Note_on_c, 0, 79, 72
1, 1104, Note_off_c, 0, 59, 64
1, 1104, Note_off_c, 0, 64, 64
1, 1104, Note_off_c, 0, 67, 64
1, 1104, Note_on_c, 0, 69, 73
1, 1104, Note_off_c, 0, 71, 64
1, 1104, Note_off_c, 0, 74, 64
1, 1104, Note_off_c, 0, 76, 64
1, 1104, Note_off_c, 0, 79, 64
1, 1152, Note_on_c, 0, 57, 73
1, 1152, Note_on_c, 0, 64, 73
1, 1152, Note_off_c, 0, 69, 64
1, 1152, Note_on_c, 0, 72, 73
1, 1224, Note_on_c, 0, 71, 73
1, 1296, Note_off_c, 0, 57, 64
1, 1296, Note_on_c, 0, 57, 73
1, 1296, Note_on_c, 0, 60, 73
1, 1296, Note_off_c, 0, 64, 64
1, 1296, Note_on_c, 0, 64, 73
1, 1296, Note_on_c, 0, 69, 73
1, 1296, Note_off_c, 0, 71, 64
1, 1296, Note_on_c, 0, 71, 73
1, 1296, Note_off_c, 0, 72, 64
1, 1296, Note_on_c, 0, 72, 73
1, 1440, Note_off_c, 0, 57, 64
1, 1440, Note_off_c, 0, 60, 64
1, 1440, Note_off_c, 0, 64, 64
1, 1440, Note_off_c, 0, 69, 64
1, 1440, Note_off_c, 0, 71, 64
1, 1440, Note_off_c, 0, 72, 64
1, 1440, Note_on_c, 0, 74, 73
1, 1464, Note_on_c, 0, 72, 73
1, 1464, Note_off_c, 0, 74, 64
1, 1488, Note_on_c, 0, 67, 73
1, 1488, Note_off_c, 0, 72, 64
1, 1512, Note_on_c, 0, 59, 73
1, 1512, Note_on_c, 0, 62, 73
1, 1512, Note_off_c, 0, 67, 64
1, 1536, Note_off_c, 0, 59, 64
1, 1536, Note_off_c, 0, 62, 64
1, 1536, End_track
0, 0, End_of_file
